state,switch,mode,margin,n,level,stat,p,pm
AL,switch,crop discontinuation,producer's accuracy,5141,state,median,0.7951739339098839,0.8475431272407372
AL,switch,crop introduction,user's accuracy,4209,state,median,0.8064549738301259,0.8475431272407372
AL,switch,crop introduction,producer's accuracy,4209,state,median,0.7953835652466354,0.8475431272407372
AL,no switch,crop discontinuation,user's accuracy,40899,state,median,0.91369945828106,0.8475431272407372
AL,no switch,crop discontinuation,producer's accuracy,40899,state,median,0.8861675198458634,0.8475431272407372
AL,no switch,crop introduction,user's accuracy,41831,state,median,0.9130179370471698,0.8475431272407372
AL,no switch,crop introduction,producer's accuracy,41831,state,median,0.8863391240965468,0.8475431272407372
AL,overall,crop discontinuation,user's accuracy,46040,state,median,0.907159603972433,0.8475431272407372
AL,overall,crop discontinuation,producer's accuracy,46040,state,median,0.8780059355462051,0.8475431272407372
AL,overall,crop introduction,user's accuracy,46040,state,median,0.9080524348155123,0.8475431272407372
AL,overall,crop introduction,producer's accuracy,46040,state,median,0.881587807579043,0.8475431272407372
Southern Seaboard,switch,crop discontinuation,user's accuracy,68609,region,mean,0.8003212703349961,0.8475446290793295
Southern Seaboard,switch,crop discontinuation,producer's accuracy,68609,region,mean,0.724061948639892,0.8475446290793295
Southern Seaboard,switch,crop introduction,user's accuracy,54119,region,mean,0.7910064599911499,0.8475446290793295
Southern Seaboard,switch,crop introduction,producer's accuracy,54119,region,mean,0.7251061570254214,0.8475446290793295
Southern Seaboard,no switch,crop discontinuation,user's accuracy,438895,region,mean,0.9032055541941617,0.8475446290793295
Southern Seaboard,no switch,crop discontinuation,producer's accuracy,438895,region,mean,0.8920002338988288,0.8475446290793295
Southern Seaboard,no switch,crop introduction,user's accuracy,453385,region,mean,0.9074188219570731,0.8475446290793295
Southern Seaboard,no switch,crop introduction,producer's accuracy,453385,region,mean,0.8968218484209295,0.8475446290793295
Southern Seaboard,overall,crop discontinuation,user's accuracy,507504,region,mean,0.8080964084453187,0.8475446290793295
Southern Seaboard,overall,crop discontinuation,producer's accuracy,507504,region,mean,0.8087153528303069,0.8475446290793295
Southern Seaboard,overall,crop introduction,user's accuracy,507504,region,mean,0.8329404378778226,0.8475446290793295
Southern Seaboard,overall,crop introduction,producer's accuracy,507504,region,mean,0.8305009490255528,0.8475446290793295
Southern Seaboard,switch,crop discontinuation,user's accuracy,68609,region,median,0.8174946773851798,0.8475446290793295
Southern Seaboard,switch,crop discontinuation,producer's accuracy,68609,region,median,0.7546868930235615,0.8475446290793295
Southern Seaboard,switch,crop introduction,user's accuracy,54119,region,median,0.8134993837523645,0.8475446290793295
Southern Seaboard,switch,crop introduction,producer's accuracy,54119,region,median,0.7476427685486695,0.8475446290793295
Southern Seaboard,no switch,crop discontinuation,user's accuracy,438895,region,median,0.9179557501300911,0.8475446290793295
Southern Seaboard,no switch,crop discontinuation,producer's accuracy,438895,region,median,0.9125695111127943,0.8475446290793295
Southern Seaboard,no switch,crop introduction,user's accuracy,453385,region,median,0.9180875467402301,0.8475446290793295
Southern Seaboard,no switch,crop introduction,producer's accuracy,453385,region,median,0.9121999975268718,0.8475446290793295
Southern Seaboard,overall,crop discontinuation,user's accuracy,507504,region,median,0.9102333806658002,0.8475446290793295
Southern Seaboard,overall,crop discontinuation,producer's accuracy,507504,region,median,0.9004499441242135,0.8475446290793295
Southern Seaboard,overall,crop introduction,user's accuracy,507504,region,median,0.9129430504609827,0.8475446290793295
Southern Seaboard,overall,crop introduction,producer's accuracy,507504,region,median,0.9031127517916954,0.8475446290793295
DE,switch,crop discontinuation,user's accuracy,2826,state,mean,0.7981111327698286,0.8487259393802445
DE,switch,crop discontinuation,producer's accuracy,2826,state,mean,0.7073265172243678,0.8487259393802445
DE,switch,crop introduction,user's accuracy,2152,state,mean,0.7937562116296228,0.8487259393802445
DE,switch,crop introduction,producer's accuracy,2152,state,mean,0.6755980783933274,0.8487259393802445
DE,no switch,crop discontinuation,user's accuracy,19638,state,mean,0.9067430709961685,0.8487259393802445
DE,no switch,crop discontinuation,producer's accuracy,19638,state,mean,0.9103294011768638,0.8487259393802445
DE,no switch,crop introduction,user's accuracy,20312,state,mean,0.9115591538445661,0.8487259393802445
DE,no switch,crop introduction,producer's accuracy,20312,state,mean,0.9157001315236684,0.8487259393802445
DE,overall,crop discontinuation,user's accuracy,22464,state,mean,0.8180715085031703,0.8487259393802445
DE,overall,crop discontinuation,producer's accuracy,22464,state,mean,0.8326274947754269,0.8487259393802445
DE,overall,crop introduction,user's accuracy,22464,state,mean,0.8439915493885274,0.8487259393802445
DE,overall,crop introduction,producer's accuracy,22464,state,mean,0.8590551107018479,0.8487259393802445
DE,switch,crop discontinuation,user's accuracy,2826,state,median,0.7952342293274399,0.8487259393802445
DE,switch,crop discontinuation,producer's accuracy,2826,state,median,0.7307117107611205,0.8487259393802445
DE,switch,crop introduction,user's accuracy,2152,state,median,0.7854414401562196,0.8487259393802445
DE,switch,crop introduction,producer's accuracy,2152,state,median,0.6795821083393679,0.8487259393802445
DE,no switch,crop discontinuation,user's accuracy,19638,state,median,0.9279551488509121,0.8487259393802445
DE,no switch,crop discontinuation,producer's accuracy,19638,state,median,0.9288009857556903,0.8487259393802445
DE,no switch,crop introduction,user's accuracy,20312,state,median,0.9325011474346128,0.8487259393802445
DE,no switch,crop introduction,producer's accuracy,20312,state,median,0.9299699939565167,0.8487259393802445
DE,overall,crop discontinuation,user's accuracy,22464,state,median,0.9153378371863337,0.8487259393802445
DE,overall,crop discontinuation,producer's accuracy,22464,state,median,0.9226277269841194,0.8487259393802445
DE,overall,crop introduction,user's accuracy,22464,state,median,0.9230829072386545,0.8487259393802445
DE,overall,crop introduction,producer's accuracy,22464,state,median,0.9253079482074955,0.8487259393802445
NJ,switch,crop discontinuation,user's accuracy,1161,state,mean,0.8103012321411532,0.8492066777779571
NJ,switch,crop discontinuation,producer's accuracy,1161,state,mean,0.7056035750886621,0.8492066777779571
NJ,switch,crop introduction,user's accuracy,881,state,mean,0.8087905903590585,0.8492066777779571
NJ,switch,crop introduction,producer's accuracy,881,state,mean,0.6925265935795101,0.8492066777779571
NJ,no switch,crop discontinuation,user's accuracy,8479,state,mean,0.893708082344333,0.8492066777779571
NJ,no switch,crop discontinuation,producer's accuracy,8479,state,mean,0.892700695932339,0.8492066777779571
NJ,no switch,crop introduction,user's accuracy,8759,state,mean,0.9011560607351726,0.8492066777779571
NJ,no switch,crop introduction,producer's accuracy,8759,state,mean,0.9031739784326842,0.8492066777779571
NJ,overall,crop discontinuation,user's accuracy,9640,state,mean,0.808920238556195,0.8492066777779571
NJ,overall,crop discontinuation,producer's accuracy,9640,state,mean,0.8206435114245192,0.8492066777779571
NJ,overall,crop introduction,user's accuracy,9640,state,mean,0.8362740068333036,0.8492066777779571
NJ,overall,crop introduction,producer's accuracy,9640,state,mean,0.8487328784386237,0.8492066777779571
NJ,switch,crop discontinuation,user's accuracy,1161,state,median,0.8205296606286806,0.8492066777779571
NJ,switch,crop discontinuation,producer's accuracy,1161,state,median,0.7409770191041244,0.8492066777779571
NJ,switch,crop introduction,user's accuracy,881,state,median,0.8175405061355359,0.8492066777779571
NJ,switch,crop introduction,producer's accuracy,881,state,median,0.7356773553259133,0.8492066777779571
NJ,no switch,crop discontinuation,user's accuracy,8479,state,median,0.9204806134118185,0.8492066777779571
NJ,no switch,crop discontinuation,producer's accuracy,8479,state,median,0.9199777431729028,0.8492066777779571
NJ,no switch,crop introduction,user's accuracy,8759,state,median,0.9210728247849707,0.8492066777779571
NJ,no switch,crop introduction,producer's accuracy,8759,state,median,0.9189296017302615,0.8492066777779571
NJ,overall,crop discontinuation,user's accuracy,9640,state,median,0.9145866693963025,0.8492066777779571
NJ,overall,crop discontinuation,producer's accuracy,9640,state,median,0.9163941793520565,0.8492066777779571
NJ,overall,crop introduction,user's accuracy,9640,state,median,0.9156018381368541,0.8492066777779571
NJ,overall,crop introduction,producer's accuracy,9640,state,median,0.9166608116259947,0.8492066777779571
UT,switch,crop discontinuation,user's accuracy,3452,state,mean,0.8050180459676545,0.8516577628194104
UT,switch,crop discontinuation,producer's accuracy,3452,state,mean,0.7239285449220676,0.8516577628194104
UT,switch,crop introduction,user's accuracy,2434,state,mean,0.8084243934296449,0.8516577628194104
UT,switch,crop introduction,producer's accuracy,2434,state,mean,0.7385391286708912,0.8516577628194104
UT,no switch,crop discontinuation,user's accuracy,31060,state,mean,0.8902246113271377,0.8516577628194104
UT,no switch,crop discontinuation,producer's accuracy,31060,state,mean,0.8974887541930702,0.8516577628194104
UT,no switch,crop introduction,user's accuracy,32078,state,mean,0.8932329003929562,0.8516577628194104
UT,no switch,crop introduction,producer's accuracy,32078,state,mean,0.9010301575493098,0.8516577628194104
UT,overall,crop discontinuation,user's accuracy,34512,state,mean,0.8206842296343462,0.8516577628194104
UT,overall,crop discontinuation,producer's accuracy,34512,state,mean,0.8353326196153742,0.8516577628194104
UT,overall,crop introduction,user's accuracy,34512,state,mean,0.8437476821162925,0.8516577628194104
UT,overall,crop introduction,producer's accuracy,34512,state,mean,0.8559237701287034,0.8516577628194104
UT,switch,crop discontinuation,user's accuracy,3452,state,median,0.83034241959315,0.8516577628194104
UT,switch,crop discontinuation,producer's accuracy,3452,state,median,0.7510922604342352,0.8516577628194104
UT,switch,crop introduction,user's accuracy,2434,state,median,0.8368039157871374,0.8516577628194104
UT,switch,crop introduction,producer's accuracy,2434,state,median,0.7727104476732634,0.8516577628194104
UT,no switch,crop discontinuation,user's accuracy,31060,state,median,0.8962559153289069,0.8516577628194104
UT,no switch,crop discontinuation,producer's accuracy,31060,state,median,0.915002711057911,0.8516577628194104
UT,no switch,crop introduction,user's accuracy,32078,state,median,0.8975502666649993,0.8516577628194104
UT,no switch,crop introduction,producer's accuracy,32078,state,median,0.9158760860528831,0.8516577628194104
UT,overall,crop discontinuation,user's accuracy,34512,state,median,0.8923603361548297,0.8516577628194104
UT,overall,crop discontinuation,producer's accuracy,34512,state,median,0.9116487525319266,0.8516577628194104
UT,overall,crop introduction,user's accuracy,34512,state,median,0.893608533491348,0.8516577628194104
UT,overall,crop introduction,producer's accuracy,34512,state,median,0.9129598249478101,0.8516577628194104
WY,switch,crop discontinuation,user's accuracy,3646,state,mean,0.8567414866193169,0.854479743416393
WY,switch,crop discontinuation,producer's accuracy,3646,state,mean,0.8137995280230835,0.854479743416393
WY,switch,crop introduction,user's accuracy,3563,state,mean,0.860799910217197,0.854479743416393
WY,switch,crop introduction,producer's accuracy,3563,state,mean,0.8156210640541338,0.854479743416393
WY,no switch,crop discontinuation,user's accuracy,28586,state,mean,0.8805107593683519,0.854479743416393
WY,no switch,crop discontinuation,producer's accuracy,28586,state,mean,0.8736477535128865,0.854479743416393
WY,no switch,crop introduction,user's accuracy,28669,state,mean,0.8781377119999054,0.854479743416393
WY,no switch,crop introduction,producer's accuracy,28669,state,mean,0.8721034091006189,0.854479743416393
WY,overall,crop discontinuation,user's accuracy,32232,state,mean,0.7971147029998038,0.854479743416393
WY,overall,crop discontinuation,producer's accuracy,32232,state,mean,0.7958855051733434,0.854479743416393
WY,overall,crop introduction,user's accuracy,32232,state,mean,0.7964538342399299,0.854479743416393
WY,overall,crop introduction,producer's accuracy,32232,state,mean,0.7960807515599643,0.854479743416393
WY,switch,crop discontinuation,user's accuracy,3646,state,median,0.8704634042451627,0.854479743416393
WY,switch,crop discontinuation,producer's accuracy,3646,state,median,0.8387257014170174,0.854479743416393
WY,switch,crop introduction,user's accuracy,3563,state,median,0.872592744732475,0.854479743416393
WY,switch,crop introduction,producer's accuracy,3563,state,median,0.8397004373928401,0.854479743416393
WY,no switch,crop discontinuation,user's accuracy,28586,state,median,0.8814685837021239,0.854479743416393
WY,no switch,crop discontinuation,producer's accuracy,28586,state,median,0.8878850060791105,0.854479743416393
WY,no switch,crop introduction,user's accuracy,28669,state,median,0.8792056048421225,0.854479743416393
WY,no switch,crop introduction,producer's accuracy,28669,state,median,0.8861482757438993,0.854479743416393
WY,overall,crop discontinuation,user's accuracy,32232,state,median,0.8762032811111409,0.854479743416393
WY,overall,crop discontinuation,producer's accuracy,32232,state,median,0.8819398882898567,0.854479743416393
WY,overall,crop introduction,user's accuracy,32232,state,median,0.8745028258604733,0.854479743416393
WY,overall,crop introduction,producer's accuracy,32232,state,median,0.8817816717086746,0.854479743416393
VT,switch,crop discontinuation,user's accuracy,41,state,mean,0.8359813904916172,0.8549866708708967
VT,switch,crop discontinuation,producer's accuracy,41,state,mean,0.656140962643287,0.8549866708708967
VT,switch,crop introduction,user's accuracy,36,state,mean,0.8411066554532993,0.8549866708708967
VT,switch,crop introduction,producer's accuracy,36,state,mean,0.6846706649843565,0.8549866708708967
VT,no switch,crop discontinuation,user's accuracy,2311,state,mean,0.9190737535189971,0.8549866708708967
VT,no switch,crop discontinuation,producer's accuracy,2311,state,mean,0.8903603712734056,0.8549866708708967
VT,no switch,crop introduction,user's accuracy,2316,state,mean,0.9175805808437396,0.8549866708708967
VT,no switch,crop introduction,producer's accuracy,2316,state,mean,0.8882476349639975,0.8549866708708967
VT,overall,crop discontinuation,user's accuracy,2352,state,mean,0.9059116527943223,0.8549866708708967
VT,overall,crop discontinuation,producer's accuracy,2352,state,mean,0.8808337748913546,0.8549866708708967
VT,overall,crop introduction,user's accuracy,2352,state,mean,0.9059680211044991,0.8549866708708967
VT,overall,crop introduction,producer's accuracy,2352,state,mean,0.879478477311727,0.8549866708708967
VT,switch,crop discontinuation,user's accuracy,41,state,median,0.8601519830500746,0.8549866708708967
VT,switch,crop discontinuation,producer's accuracy,41,state,median,0.7289849788395691,0.8549866708708967
VT,switch,crop introduction,user's accuracy,36,state,median,0.8601519830500746,0.8549866708708967
VT,switch,crop introduction,producer's accuracy,36,state,median,0.6928370580539838,0.8549866708708967
VT,no switch,crop discontinuation,user's accuracy,2311,state,median,0.9141634809333953,0.8549866708708967
VT,no switch,crop discontinuation,producer's accuracy,2311,state,median,0.8789528828175859,0.8549866708708967
VT,no switch,crop introduction,user's accuracy,2316,state,median,0.9141634809333953,0.8549866708708967
VT,no switch,crop introduction,producer's accuracy,2316,state,median,0.8788644503606832,0.8549866708708967
VT,overall,crop discontinuation,user's accuracy,2352,state,median,0.9141634809333953,0.8549866708708967
VT,overall,crop discontinuation,producer's accuracy,2352,state,median,0.8788644503606832,0.8549866708708967
VT,overall,crop introduction,user's accuracy,2352,state,median,0.9141634809333953,0.8549866708708967
VT,overall,crop introduction,producer's accuracy,2352,state,median,0.8788644503606832,0.8549866708708967
NC,switch,crop discontinuation,user's accuracy,25855,state,mean,0.8174092051915597,0.8552776980587692
NC,switch,crop discontinuation,producer's accuracy,25855,state,mean,0.7504100269597398,0.8552776980587692
NC,switch,crop introduction,user's accuracy,21513,state,mean,0.8258640585606973,0.8552776980587692
NC,switch,crop introduction,producer's accuracy,21513,state,mean,0.7572381002275388,0.8552776980587692
NC,no switch,crop discontinuation,user's accuracy,153161,state,mean,0.9120615846191878,0.8552776980587692
NC,no switch,crop discontinuation,producer's accuracy,153161,state,mean,0.8977815951711247,0.8552776980587692
NC,no switch,crop introduction,user's accuracy,157503,state,mean,0.9125088449689185,0.8552776980587692
NC,no switch,crop introduction,producer's accuracy,157503,state,mean,0.8959751143979184,0.8552776980587692
NC,overall,crop discontinuation,user's accuracy,179016,state,mean,0.8067052630023677,0.8552776980587692
NC,overall,crop discontinuation,producer's accuracy,179016,state,mean,0.8041642962135264,0.8552776980587692
NC,overall,crop introduction,user's accuracy,179016,state,mean,0.823775903367985,0.8552776980587692
NC,overall,crop introduction,producer's accuracy,179016,state,mean,0.8174761205301221,0.8552776980587692
NC,switch,crop discontinuation,user's accuracy,25855,state,median,0.8281794903693721,0.8552776980587692
NC,switch,crop discontinuation,producer's accuracy,25855,state,median,0.7807171756533595,0.8552776980587692
NC,switch,crop introduction,user's accuracy,21513,state,median,0.8524283432894807,0.8552776980587692
NC,switch,crop introduction,producer's accuracy,21513,state,median,0.7790671677652747,0.8552776980587692
NC,no switch,crop discontinuation,user's accuracy,153161,state,median,0.9215121925243063,0.8552776980587692
NC,no switch,crop discontinuation,producer's accuracy,153161,state,median,0.9098351188851808,0.8552776980587692
NC,no switch,crop introduction,user's accuracy,157503,state,median,0.9181517472164814,0.8552776980587692
NC,no switch,crop introduction,producer's accuracy,157503,state,median,0.9040054122153087,0.8552776980587692
NC,overall,crop discontinuation,user's accuracy,179016,state,median,0.9102561816498769,0.8552776980587692
NC,overall,crop discontinuation,producer's accuracy,179016,state,median,0.8964728420503918,0.8552776980587692
NC,overall,crop introduction,user's accuracy,179016,state,median,0.9093116490881122,0.8552776980587692
NC,overall,crop introduction,producer's accuracy,179016,state,median,0.8953573194926281,0.8552776980587692
NY,switch,crop discontinuation,user's accuracy,8994,state,mean,0.857046196364657,0.8603026934883622
NY,switch,crop discontinuation,producer's accuracy,8994,state,mean,0.7823063234416008,0.8603026934883622
NY,switch,crop introduction,user's accuracy,8489,state,mean,0.8558910161024821,0.8603026934883622
NY,switch,crop introduction,producer's accuracy,8489,state,mean,0.7886315508203889,0.8603026934883622
NY,no switch,crop discontinuation,user's accuracy,73630,state,mean,0.8968798426071233,0.8603026934883622
NY,no switch,crop discontinuation,producer's accuracy,73630,state,mean,0.8796250979607235,0.8603026934883622
NY,no switch,crop introduction,user's accuracy,74135,state,mean,0.8919182072807175,0.8603026934883622
NY,no switch,crop introduction,producer's accuracy,74135,state,mean,0.8734799532715579,0.8603026934883622
NY,overall,crop discontinuation,user's accuracy,82624,state,mean,0.8148115477471286,0.8603026934883622
NY,overall,crop discontinuation,producer's accuracy,82624,state,mean,0.8075708376478299,0.8603026934883622
NY,overall,crop introduction,user's accuracy,82624,state,mean,0.8150863848405064,0.8603026934883622
NY,overall,crop introduction,producer's accuracy,82624,state,mean,0.8054529325725299,0.8603026934883622
NY,switch,crop discontinuation,user's accuracy,8994,state,median,0.8612493526804905,0.8603026934883622
NY,switch,crop discontinuation,producer's accuracy,8994,state,median,0.8006394584428675,0.8603026934883622
NY,switch,crop introduction,user's accuracy,8489,state,median,0.8610990311481707,0.8603026934883622
NY,switch,crop introduction,producer's accuracy,8489,state,median,0.8162887827460892,0.8603026934883622
NY,no switch,crop discontinuation,user's accuracy,73630,state,median,0.9193284244868575,0.8603026934883622
NY,no switch,crop discontinuation,producer's accuracy,73630,state,median,0.8991791062641642,0.8603026934883622
NY,no switch,crop introduction,user's accuracy,74135,state,median,0.9141114249041677,0.8603026934883622
NY,no switch,crop introduction,producer's accuracy,74135,state,median,0.8962161908906568,0.8603026934883622
NY,overall,crop discontinuation,user's accuracy,82624,state,median,0.91242655432622,0.8603026934883622
NY,overall,crop discontinuation,producer's accuracy,82624,state,median,0.8949013023255828,0.8603026934883622
NY,overall,crop introduction,user's accuracy,82624,state,median,0.9105771315967907,0.8603026934883622
NY,overall,crop introduction,producer's accuracy,82624,state,median,0.8925479932513901,0.8603026934883622
CA,switch,crop discontinuation,user's accuracy,58516,state,mean,0.8707787679919182,0.8624876914594183
CA,switch,crop discontinuation,producer's accuracy,58516,state,mean,0.8434667731068431,0.8624876914594183
CA,switch,crop introduction,user's accuracy,44083,state,mean,0.8575893345634669,0.8624876914594183
CA,switch,crop introduction,producer's accuracy,44083,state,mean,0.8423406136442269,0.8624876914594183
CA,no switch,crop discontinuation,user's accuracy,300652,state,mean,0.8724740154963445,0.8624876914594183
CA,no switch,crop discontinuation,producer's accuracy,300652,state,mean,0.878982327598408,0.8624876914594183
CA,no switch,crop introduction,user's accuracy,315085,state,mean,0.8724347886087306,0.8624876914594183
CA,no switch,crop introduction,producer's accuracy,315085,state,mean,0.87962946834121,0.8624876914594183
CA,overall,crop discontinuation,user's accuracy,359168,state,mean,0.7513825488885175,0.8624876914594183
CA,overall,crop discontinuation,producer's accuracy,359168,state,mean,0.7612802172298124,0.8624876914594183
CA,overall,crop introduction,user's accuracy,359168,state,mean,0.7828342300350285,0.8624876914594183
CA,overall,crop introduction,producer's accuracy,359168,state,mean,0.7910174340726638,0.8624876914594183
CA,switch,crop discontinuation,user's accuracy,58516,state,median,0.9056341563372283,0.8624876914594183
CA,switch,crop discontinuation,producer's accuracy,58516,state,median,0.8790458287057217,0.8624876914594183
CA,switch,crop introduction,user's accuracy,44083,state,median,0.8909073367346387,0.8624876914594183
CA,switch,crop introduction,producer's accuracy,44083,state,median,0.8723666209002626,0.8624876914594183
CA,no switch,crop discontinuation,user's accuracy,300652,state,median,0.8960191918389697,0.8624876914594183
CA,no switch,crop discontinuation,producer's accuracy,300652,state,median,0.9080456072860963,0.8624876914594183
CA,no switch,crop introduction,user's accuracy,315085,state,median,0.9001579104720897,0.8624876914594183
CA,no switch,crop introduction,producer's accuracy,315085,state,median,0.9094100186314589,0.8624876914594183
CA,overall,crop discontinuation,user's accuracy,359168,state,median,0.8705456048405174,0.8624876914594183
CA,overall,crop discontinuation,producer's accuracy,359168,state,median,0.8838529801726338,0.8624876914594183
CA,overall,crop introduction,user's accuracy,359168,state,median,0.8818159496719338,0.8624876914594183
CA,overall,crop introduction,producer's accuracy,359168,state,median,0.8976928698573168,0.8624876914594183
WV,switch,crop discontinuation,user's accuracy,157,state,mean,0.826071902056661,0.8649312500385071
WV,switch,crop discontinuation,producer's accuracy,157,state,mean,0.7279229986862428,0.8649312500385071
WV,switch,crop introduction,user's accuracy,107,state,mean,0.8219996049668034,0.8649312500385071
WV,switch,crop introduction,producer's accuracy,107,state,mean,0.7582360562298796,0.8649312500385071
WV,no switch,crop discontinuation,user's accuracy,2003,state,mean,0.9178355805349742,0.8649312500385071
WV,no switch,crop discontinuation,producer's accuracy,2003,state,mean,0.8974681205562668,0.8649312500385071
WV,no switch,crop introduction,user's accuracy,2053,state,mean,0.9165095794438052,0.8649312500385071
WV,no switch,crop introduction,producer's accuracy,2053,state,mean,0.8964562675963663,0.8649312500385071
WV,overall,crop discontinuation,user's accuracy,2160,state,mean,0.8637645274021563,0.8649312500385071
WV,overall,crop discontinuation,producer's accuracy,2160,state,mean,0.8520114512409548,0.8649312500385071
WV,overall,crop introduction,user's accuracy,2160,state,mean,0.8799260226234649,0.8649312500385071
WV,overall,crop introduction,producer's accuracy,2160,state,mean,0.8640247497031217,0.8649312500385071
WV,switch,crop discontinuation,user's accuracy,157,state,median,0.8441946408150905,0.8649312500385071
WV,switch,crop discontinuation,producer's accuracy,157,state,median,0.7819770256982128,0.8649312500385071
WV,switch,crop introduction,user's accuracy,107,state,median,0.8294757890973384,0.8649312500385071
WV,switch,crop introduction,producer's accuracy,107,state,median,0.7960115396868007,0.8649312500385071
WV,no switch,crop discontinuation,user's accuracy,2003,state,median,0.9254975098191298,0.8649312500385071
WV,no switch,crop discontinuation,producer's accuracy,2003,state,median,0.8986622889722738,0.8649312500385071
WV,no switch,crop introduction,user's accuracy,2053,state,median,0.9230787951782604,0.8649312500385071
WV,no switch,crop introduction,producer's accuracy,2053,state,median,0.8982860286573906,0.8649312500385071
WV,overall,crop discontinuation,user's accuracy,2160,state,median,0.9225573597019809,0.8649312500385071
WV,overall,crop discontinuation,producer's accuracy,2160,state,median,0.897748850796648,0.8649312500385071
WV,overall,crop introduction,user's accuracy,2160,state,median,0.9214178375496581,0.8649312500385071
WV,overall,crop introduction,producer's accuracy,2160,state,median,0.897215473910691,0.8649312500385071
VA,switch,crop discontinuation,user's accuracy,5408,state,mean,0.8360016086232337,0.8655957808200597
VA,switch,crop discontinuation,producer's accuracy,5408,state,mean,0.7675999977844652,0.8655957808200597
VA,switch,crop introduction,user's accuracy,4465,state,mean,0.8284562150910239,0.8655957808200597
VA,switch,crop introduction,producer's accuracy,4465,state,mean,0.773811355141332,0.8655957808200597
VA,no switch,crop discontinuation,user's accuracy,45600,state,mean,0.9182091983910039,0.8655957808200597
VA,no switch,crop discontinuation,producer's accuracy,45600,state,mean,0.8952508657432608,0.8655957808200597
VA,no switch,crop introduction,user's accuracy,46543,state,mean,0.9202191063484839,0.8655957808200597
VA,no switch,crop introduction,producer's accuracy,46543,state,mean,0.8971003973329521,0.8655957808200597
VA,overall,crop discontinuation,user's accuracy,51008,state,mean,0.838245819228265,0.8655957808200597
VA,overall,crop discontinuation,producer's accuracy,51008,state,mean,0.8249737039263311,0.8655957808200597
VA,overall,crop introduction,user's accuracy,51008,state,mean,0.8546835960319178,0.8655957808200597
VA,overall,crop introduction,producer's accuracy,51008,state,mean,0.8383719434669378,0.8655957808200597
VA,switch,crop discontinuation,user's accuracy,5408,state,median,0.845913016965833,0.8655957808200597
VA,switch,crop discontinuation,producer's accuracy,5408,state,median,0.8095269802504701,0.8655957808200597
VA,switch,crop introduction,user's accuracy,4465,state,median,0.8370141206716806,0.8655957808200597
VA,switch,crop introduction,producer's accuracy,4465,state,median,0.8017882113671381,0.8655957808200597
VA,no switch,crop discontinuation,user's accuracy,45600,state,median,0.9263596245996151,0.8655957808200597
VA,no switch,crop discontinuation,producer's accuracy,45600,state,median,0.8991948939724643,0.8655957808200597
VA,no switch,crop introduction,user's accuracy,46543,state,median,0.9269039892798292,0.8655957808200597
VA,no switch,crop introduction,producer's accuracy,46543,state,median,0.8988695006671251,0.8655957808200597
VA,overall,crop discontinuation,user's accuracy,51008,state,median,0.9209633094364319,0.8655957808200597
VA,overall,crop discontinuation,producer's accuracy,51008,state,median,0.8957915231317096,0.8655957808200597
VA,overall,crop introduction,user's accuracy,51008,state,median,0.9231236804652514,0.8655957808200597
VA,overall,crop introduction,producer's accuracy,51008,state,median,0.8959260817646766,0.8655957808200597
Eastern Uplands,switch,crop discontinuation,user's accuracy,8202,region,mean,0.8111046147607417,0.8732258338196011
Eastern Uplands,switch,crop discontinuation,producer's accuracy,8202,region,mean,0.7687508037657834,0.8732258338196011
Eastern Uplands,switch,crop introduction,user's accuracy,6537,region,mean,0.8065749549414403,0.8732258338196011
Eastern Uplands,switch,crop introduction,producer's accuracy,6537,region,mean,0.7781228189702281,0.8732258338196011
Eastern Uplands,no switch,crop discontinuation,user's accuracy,89870,region,mean,0.9291259225268326,0.8732258338196011
Eastern Uplands,no switch,crop discontinuation,producer's accuracy,89870,region,mean,0.899412962653203,0.8732258338196011
Eastern Uplands,no switch,crop introduction,user's accuracy,91535,region,mean,0.9286777434790495,0.8732258338196011
Eastern Uplands,no switch,crop introduction,producer's accuracy,91535,region,mean,0.8990497307765489,0.8732258338196011
Eastern Uplands,overall,crop discontinuation,user's accuracy,98072,region,mean,0.867218641479921,0.8732258338196011
Eastern Uplands,overall,crop discontinuation,producer's accuracy,98072,region,mean,0.843532801015136,0.8732258338196011
Eastern Uplands,overall,crop introduction,user's accuracy,98072,region,mean,0.8796693935975878,0.8732258338196011
Eastern Uplands,overall,crop introduction,producer's accuracy,98072,region,mean,0.8539127196245926,0.8732258338196011
Eastern Uplands,switch,crop discontinuation,user's accuracy,8202,region,median,0.8328623745108963,0.8732258338196011
Eastern Uplands,switch,crop discontinuation,producer's accuracy,8202,region,median,0.8114729433852013,0.8732258338196011
Eastern Uplands,switch,crop introduction,user's accuracy,6537,region,median,0.830152281374642,0.8732258338196011
Eastern Uplands,switch,crop introduction,producer's accuracy,6537,region,median,0.8168304052015013,0.8732258338196011
Eastern Uplands,no switch,crop discontinuation,user's accuracy,89870,region,median,0.9449854912728172,0.8732258338196011
Eastern Uplands,no switch,crop discontinuation,producer's accuracy,89870,region,median,0.9092923250874124,0.8732258338196011
Eastern Uplands,no switch,crop introduction,user's accuracy,91535,region,median,0.944781271274721,0.8732258338196011
Eastern Uplands,no switch,crop introduction,producer's accuracy,91535,region,median,0.9094367121617348,0.8732258338196011
Eastern Uplands,overall,crop discontinuation,user's accuracy,98072,region,median,0.9415878449875129,0.8732258338196011
