state,switch,mode,margin,n,level,stat,p,pm
WI,overall,crop introduction,producer's accuracy,361656,state,median,0.9167609513241608,0.8911400146668034
KY,switch,crop discontinuation,user's accuracy,6139,state,mean,0.8400243833667197,0.8933629126460312
KY,switch,crop discontinuation,producer's accuracy,6139,state,mean,0.8011527919153435,0.8933629126460312
KY,switch,crop introduction,user's accuracy,4015,state,mean,0.8176154075933614,0.8933629126460312
KY,switch,crop introduction,producer's accuracy,4015,state,mean,0.786079854291802,0.8933629126460312
KY,no switch,crop discontinuation,user's accuracy,119221,state,mean,0.9550750616669214,0.8933629126460312
KY,no switch,crop discontinuation,producer's accuracy,119221,state,mean,0.9195065746403372,0.8933629126460312
KY,no switch,crop introduction,user's accuracy,121345,state,mean,0.9546549872483783,0.8933629126460312
KY,no switch,crop introduction,producer's accuracy,121345,state,mean,0.9183913068785211,0.8933629126460312
KY,overall,crop discontinuation,user's accuracy,125360,state,mean,0.9161382756661118,0.8933629126460312
KY,overall,crop discontinuation,producer's accuracy,125360,state,mean,0.884215191014895,0.8933629126460312
KY,overall,crop introduction,user's accuracy,125360,state,mean,0.9299208963478554,0.8933629126460312
KY,overall,crop introduction,producer's accuracy,125360,state,mean,0.8958286735656715,0.8933629126460312
KY,switch,crop discontinuation,user's accuracy,6139,state,median,0.8575277799616031,0.8933629126460312
KY,switch,crop discontinuation,producer's accuracy,6139,state,median,0.8438597012120692,0.8933629126460312
KY,switch,crop introduction,user's accuracy,4015,state,median,0.818782619097483,0.8933629126460312
KY,switch,crop introduction,producer's accuracy,4015,state,median,0.8196841123540541,0.8933629126460312
KY,no switch,crop discontinuation,user's accuracy,119221,state,median,0.9555932821013622,0.8933629126460312
KY,no switch,crop discontinuation,producer's accuracy,119221,state,median,0.9160542758886814,0.8933629126460312
KY,no switch,crop introduction,user's accuracy,121345,state,median,0.9552877296060345,0.8933629126460312
KY,no switch,crop introduction,producer's accuracy,121345,state,median,0.9153866350736738,0.8933629126460312
KY,overall,crop discontinuation,user's accuracy,125360,state,median,0.9549344467593062,0.8933629126460312
KY,overall,crop discontinuation,producer's accuracy,125360,state,median,0.9150307352476283,0.8933629126460312
KY,overall,crop introduction,user's accuracy,125360,state,median,0.9549344467593062,0.8933629126460312
KY,overall,crop introduction,producer's accuracy,125360,state,median,0.9150307352476283,0.8933629126460312
FL,switch,crop discontinuation,user's accuracy,1976,state,mean,0.7608659896413672,0.8942225188389874
FL,switch,crop discontinuation,producer's accuracy,1976,state,mean,0.6397678840289237,0.8942225188389874
FL,switch,crop introduction,user's accuracy,1558,state,mean,0.7816094882771385,0.8942225188389874
FL,switch,crop introduction,producer's accuracy,1558,state,mean,0.7317295655571944,0.8942225188389874
FL,no switch,crop discontinuation,user's accuracy,62808,state,mean,0.9621672230539606,0.8942225188389874
FL,no switch,crop discontinuation,producer's accuracy,62808,state,mean,0.9605646030290667,0.8942225188389874
FL,no switch,crop introduction,user's accuracy,63226,state,mean,0.9592566975539041,0.8942225188389874
FL,no switch,crop introduction,producer's accuracy,63226,state,mean,0.9566436164009424,0.8942225188389874
FL,overall,crop discontinuation,user's accuracy,64784,state,mean,0.9401137279272948,0.8942225188389874
FL,overall,crop discontinuation,producer's accuracy,64784,state,mean,0.9422536467061071,0.8942225188389874
FL,overall,crop introduction,user's accuracy,64784,state,mean,0.941439497048767,0.8942225188389874
FL,overall,crop introduction,producer's accuracy,64784,state,mean,0.9400888279116432,0.8942225188389874
FL,switch,crop discontinuation,user's accuracy,1976,state,median,0.7891944401753028,0.8942225188389874
FL,switch,crop discontinuation,producer's accuracy,1976,state,median,0.695877192952425,0.8942225188389874
FL,switch,crop introduction,user's accuracy,1558,state,median,0.8442342527459394,0.8942225188389874
FL,switch,crop introduction,producer's accuracy,1558,state,median,0.7629229715114376,0.8942225188389874
FL,no switch,crop discontinuation,user's accuracy,62808,state,median,0.9812373235050468,0.8942225188389874
FL,no switch,crop discontinuation,producer's accuracy,62808,state,median,0.9846658048691795,0.8942225188389874
FL,no switch,crop introduction,user's accuracy,63226,state,median,0.9809261053153696,0.8942225188389874
FL,no switch,crop introduction,producer's accuracy,63226,state,median,0.979476180117545,0.8942225188389874
FL,overall,crop discontinuation,user's accuracy,64784,state,median,0.9812373235050468,0.8942225188389874
FL,overall,crop discontinuation,producer's accuracy,64784,state,median,0.9846658048691795,0.8942225188389874
FL,overall,crop introduction,user's accuracy,64784,state,median,0.9809261053153696,0.8942225188389874
FL,overall,crop introduction,producer's accuracy,64784,state,median,0.979476180117545,0.8942225188389874
KS,switch,crop discontinuation,user's accuracy,100171,state,mean,0.8609568808939421,0.8964325007429991
KS,switch,crop discontinuation,producer's accuracy,100171,state,mean,0.8261098706338682,0.8964325007429991
KS,switch,crop introduction,user's accuracy,117421,state,mean,0.8738050102261123,0.8964325007429991
KS,switch,crop introduction,producer's accuracy,117421,state,mean,0.8469378762773822,0.8964325007429991
KS,no switch,crop discontinuation,user's accuracy,1139485,state,mean,0.9316157712762703,0.8964325007429991
KS,no switch,crop discontinuation,producer's accuracy,1139485,state,mean,0.9176361609906154,0.8964325007429991
KS,no switch,crop introduction,user's accuracy,1122235,state,mean,0.9299365692835058,0.8964325007429991
KS,no switch,crop introduction,producer's accuracy,1122235,state,mean,0.9134059574588896,0.8964325007429991
KS,overall,crop discontinuation,user's accuracy,1239656,state,mean,0.8675715564775327,0.8964325007429991
KS,overall,crop discontinuation,producer's accuracy,1239656,state,mean,0.857537404776108,0.8964325007429991
KS,overall,crop introduction,user's accuracy,1239656,state,mean,0.8538056587667197,0.8964325007429991
KS,overall,crop introduction,producer's accuracy,1239656,state,mean,0.8413857088567396,0.8964325007429991
KS,switch,crop discontinuation,user's accuracy,100171,state,median,0.8795466420445462,0.8964325007429991
KS,switch,crop discontinuation,producer's accuracy,100171,state,median,0.871010234559559,0.8964325007429991
KS,switch,crop introduction,user's accuracy,117421,state,median,0.8897648096303731,0.8964325007429991
KS,switch,crop introduction,producer's accuracy,117421,state,median,0.8861635920100875,0.8964325007429991
KS,no switch,crop discontinuation,user's accuracy,1139485,state,median,0.9413508841047886,0.8964325007429991
KS,no switch,crop discontinuation,producer's accuracy,1139485,state,median,0.9286830625455402,0.8964325007429991
KS,no switch,crop introduction,user's accuracy,1122235,state,median,0.9413020630073213,0.8964325007429991
KS,no switch,crop introduction,producer's accuracy,1122235,state,median,0.9277902287452692,0.8964325007429991
KS,overall,crop discontinuation,user's accuracy,1239656,state,median,0.9385335360894511,0.8964325007429991
KS,overall,crop discontinuation,producer's accuracy,1239656,state,median,0.9269661553675181,0.8964325007429991
KS,overall,crop introduction,user's accuracy,1239656,state,median,0.937492009900863,0.8964325007429991
KS,overall,crop introduction,producer's accuracy,1239656,state,median,0.9250723739089739,0.8964325007429991
Northern Crescent,switch,crop discontinuation,user's accuracy,93137,region,mean,0.8716350121974351,0.9025346792209655
Northern Crescent,switch,crop discontinuation,producer's accuracy,93137,region,mean,0.8273958210715114,0.9025346792209655
Northern Crescent,switch,crop introduction,user's accuracy,85945,region,mean,0.8626787545982413,0.9025346792209655
Northern Crescent,switch,crop introduction,producer's accuracy,85945,region,mean,0.8247817910537513,0.9025346792209655
Northern Crescent,no switch,crop discontinuation,user's accuracy,1106031,region,mean,0.9457021841870571,0.9025346792209655
Northern Crescent,no switch,crop discontinuation,producer's accuracy,1106031,region,mean,0.9193857000376922,0.9025346792209655
Northern Crescent,no switch,crop introduction,user's accuracy,1113223,region,mean,0.9443315486320566,0.9025346792209655
Northern Crescent,no switch,crop introduction,producer's accuracy,1113223,region,mean,0.9176829567001382,0.9025346792209655
Northern Crescent,overall,crop discontinuation,user's accuracy,1199168,region,mean,0.8822212253392023,0.9025346792209655
Northern Crescent,overall,crop discontinuation,producer's accuracy,1199168,region,mean,0.8613846605406835,0.9025346792209655
Northern Crescent,overall,crop introduction,user's accuracy,1199168,region,mean,0.8864926966020429,0.9025346792209655
Northern Crescent,overall,crop introduction,producer's accuracy,1199168,region,mean,0.8644701185109008,0.9025346792209655
Northern Crescent,switch,crop discontinuation,user's accuracy,93137,region,median,0.8905577841937986,0.9025346792209655
Northern Crescent,switch,crop discontinuation,producer's accuracy,93137,region,median,0.8563454687501445,0.9025346792209655
Northern Crescent,switch,crop introduction,user's accuracy,85945,region,median,0.877970475077879,0.9025346792209655
Northern Crescent,switch,crop introduction,producer's accuracy,85945,region,median,0.8491808705837961,0.9025346792209655
Northern Crescent,no switch,crop discontinuation,user's accuracy,1106031,region,median,0.9662388528143884,0.9025346792209655
Northern Crescent,no switch,crop discontinuation,producer's accuracy,1106031,region,median,0.9329403703721076,0.9025346792209655
Northern Crescent,no switch,crop introduction,user's accuracy,1113223,region,median,0.965799171813353,0.9025346792209655
Northern Crescent,no switch,crop introduction,producer's accuracy,1113223,region,median,0.9321080558773008,0.9025346792209655
Northern Crescent,overall,crop discontinuation,user's accuracy,1199168,region,median,0.9626552371764995,0.9025346792209655
Northern Crescent,overall,crop discontinuation,producer's accuracy,1199168,region,median,0.9286974495711139,0.9025346792209655
Northern Crescent,overall,crop introduction,user's accuracy,1199168,region,median,0.9624095764892828,0.9025346792209655
Northern Crescent,overall,crop introduction,producer's accuracy,1199168,region,median,0.9277665191127966,0.9025346792209655
MS,switch,crop discontinuation,user's accuracy,27319,state,mean,0.8604309628650747,0.9040242374818348
MS,switch,crop discontinuation,producer's accuracy,27319,state,mean,0.7575330557498724,0.9040242374818348
MS,switch,crop introduction,user's accuracy,12721,state,mean,0.8645347916998102,0.9040242374818348
MS,switch,crop introduction,producer's accuracy,12721,state,mean,0.8077080388634729,0.9040242374818348
MS,no switch,crop discontinuation,user's accuracy,184801,state,mean,0.955759460381002,0.9040242374818348
MS,no switch,crop discontinuation,producer's accuracy,184801,state,mean,0.9401226717156114,0.9040242374818348
MS,no switch,crop introduction,user's accuracy,199399,state,mean,0.9581734953079251,0.9040242374818348
MS,no switch,crop introduction,producer's accuracy,199399,state,mean,0.9460900600060099,0.9040242374818348
MS,overall,crop discontinuation,user's accuracy,212120,state,mean,0.8506420448960905,0.9040242374818348
MS,overall,crop discontinuation,producer's accuracy,212120,state,mean,0.8502713761346695,0.9040242374818348
MS,overall,crop introduction,user's accuracy,212120,state,mean,0.9088350448128022,0.9040242374818348
MS,overall,crop introduction,producer's accuracy,212120,state,mean,0.9008842066413166,0.9040242374818348
MS,switch,crop discontinuation,user's accuracy,27319,state,median,0.8865452419401487,0.9040242374818348
MS,switch,crop discontinuation,producer's accuracy,27319,state,median,0.8226040201165512,0.9040242374818348
MS,switch,crop introduction,user's accuracy,12721,state,median,0.8891101216416101,0.9040242374818348
MS,switch,crop introduction,producer's accuracy,12721,state,median,0.8606070127945213,0.9040242374818348
MS,no switch,crop discontinuation,user's accuracy,184801,state,median,0.9603164903216094,0.9040242374818348
MS,no switch,crop discontinuation,producer's accuracy,184801,state,median,0.9504586296791632,0.9040242374818348
MS,no switch,crop introduction,user's accuracy,199399,state,median,0.9600295970767251,0.9040242374818348
MS,no switch,crop introduction,producer's accuracy,199399,state,median,0.9502423061703686,0.9040242374818348
MS,overall,crop discontinuation,user's accuracy,212120,state,median,0.9580790711966124,0.9040242374818348
MS,overall,crop discontinuation,producer's accuracy,212120,state,median,0.948913147300358,0.9040242374818348
MS,overall,crop introduction,user's accuracy,212120,state,median,0.9589478754476082,0.9040242374818348
MS,overall,crop introduction,producer's accuracy,212120,state,median,0.949742976805101,0.9040242374818348
Mississippi Portal,switch,crop discontinuation,user's accuracy,97318,region,mean,0.8615830152706926,0.9072634836757058
Mississippi Portal,switch,crop discontinuation,producer's accuracy,97318,region,mean,0.7655476158419212,0.9072634836757058
Mississippi Portal,switch,crop introduction,user's accuracy,56624,region,mean,0.8696711037340884,0.9072634836757058
Mississippi Portal,switch,crop introduction,producer's accuracy,56624,region,mean,0.8245513415247074,0.9072634836757058
Mississippi Portal,no switch,crop discontinuation,user's accuracy,795010,region,mean,0.9543816216899739,0.9072634836757058
Mississippi Portal,no switch,crop discontinuation,producer's accuracy,795010,region,mean,0.9408654390991653,0.9072634836757058
Mississippi Portal,no switch,crop introduction,user's accuracy,835704,region,mean,0.9560707945184952,0.9072634836757058
Mississippi Portal,no switch,crop introduction,producer's accuracy,835704,region,mean,0.9440409178201872,0.9072634836757058
Mississippi Portal,overall,crop discontinuation,user's accuracy,892328,region,mean,0.8653918706794315,0.9072634836757058
Mississippi Portal,overall,crop discontinuation,producer's accuracy,892328,region,mean,0.8638234705844956,0.9072634836757058
Mississippi Portal,overall,crop introduction,user's accuracy,892328,region,mean,0.9036721146085802,0.9072634836757058
Mississippi Portal,overall,crop introduction,producer's accuracy,892328,region,mean,0.8952687532202374,0.9072634836757058
Mississippi Portal,switch,crop discontinuation,user's accuracy,97318,region,median,0.8864123543341595,0.9072634836757058
Mississippi Portal,switch,crop discontinuation,producer's accuracy,97318,region,median,0.8215848967093027,0.9072634836757058
Mississippi Portal,switch,crop introduction,user's accuracy,56624,region,median,0.8987901819133074,0.9072634836757058
Mississippi Portal,switch,crop introduction,producer's accuracy,56624,region,median,0.8741020416027692,0.9072634836757058
Mississippi Portal,no switch,crop discontinuation,user's accuracy,795010,region,median,0.9602215261693186,0.9072634836757058
Mississippi Portal,no switch,crop discontinuation,producer's accuracy,795010,region,median,0.9550614330887481,0.9072634836757058
Mississippi Portal,no switch,crop introduction,user's accuracy,835704,region,median,0.959543365352432,0.9072634836757058
Mississippi Portal,no switch,crop introduction,producer's accuracy,835704,region,median,0.9546413317989527,0.9072634836757058
Mississippi Portal,overall,crop discontinuation,user's accuracy,892328,region,median,0.9558081634042472,0.9072634836757058
Mississippi Portal,overall,crop discontinuation,producer's accuracy,892328,region,median,0.9525867364804603,0.9072634836757058
Mississippi Portal,overall,crop introduction,user's accuracy,892328,region,median,0.9575516994374496,0.9072634836757058
Mississippi Portal,overall,crop introduction,producer's accuracy,892328,region,median,0.9531518193338141,0.9072634836757058
MO,switch,crop discontinuation,user's accuracy,24845,state,mean,0.8632617000550852,0.9085146030815827
MO,switch,crop discontinuation,producer's accuracy,24845,state,mean,0.8128009818343167,0.9085146030815827
MO,switch,crop introduction,user's accuracy,17309,state,mean,0.8611143891950964,0.9085146030815827
MO,switch,crop introduction,producer's accuracy,17309,state,mean,0.8198808813010386,0.9085146030815827
MO,no switch,crop discontinuation,user's accuracy,456355,state,mean,0.9566946206435128,0.9085146030815827
MO,no switch,crop discontinuation,producer's accuracy,456355,state,mean,0.9230509585982015,0.9085146030815827
MO,no switch,crop introduction,user's accuracy,463891,state,mean,0.9517389517813922,0.9085146030815827
MO,no switch,crop introduction,producer's accuracy,463891,state,mean,0.9171782090803084,0.9085146030815827
MO,overall,crop discontinuation,user's accuracy,481200,state,mean,0.9143591784411927,0.9085146030815827
MO,overall,crop discontinuation,producer's accuracy,481200,state,mean,0.8850579381076615,0.9085146030815827
MO,overall,crop introduction,user's accuracy,481200,state,mean,0.9225002184502243,0.9085146030815827
MO,overall,crop introduction,producer's accuracy,481200,state,mean,0.8906658321156049,0.9085146030815827
MO,switch,crop discontinuation,user's accuracy,24845,state,median,0.8878873153426367,0.9085146030815827
MO,switch,crop discontinuation,producer's accuracy,24845,state,median,0.8700508248951987,0.9085146030815827
MO,switch,crop introduction,user's accuracy,17309,state,median,0.8825422143575858,0.9085146030815827
MO,switch,crop introduction,producer's accuracy,17309,state,median,0.8670462848743967,0.9085146030815827
MO,no switch,crop discontinuation,user's accuracy,456355,state,median,0.9645471110659274,0.9085146030815827
MO,no switch,crop discontinuation,producer's accuracy,456355,state,median,0.9304940070971415,0.9085146030815827
MO,no switch,crop introduction,user's accuracy,463891,state,median,0.9644202790580707,0.9085146030815827
MO,no switch,crop introduction,producer's accuracy,463891,state,median,0.9301160542870388,0.9085146030815827
MO,overall,crop discontinuation,user's accuracy,481200,state,median,0.9644095663950609,0.9085146030815827
MO,overall,crop discontinuation,producer's accuracy,481200,state,median,0.9300862581168713,0.9085146030815827
MO,overall,crop introduction,user's accuracy,481200,state,median,0.9643726316710451,0.9085146030815827
MO,overall,crop introduction,producer's accuracy,481200,state,median,0.9300740671933752,0.9085146030815827
LA,switch,crop discontinuation,user's accuracy,18820,state,mean,0.891890923212965,0.909819346914844
LA,switch,crop discontinuation,producer's accuracy,18820,state,mean,0.7871413713774068,0.909819346914844
LA,switch,crop introduction,user's accuracy,11130,state,mean,0.8739772941477683,0.909819346914844
LA,switch,crop introduction,producer's accuracy,11130,state,mean,0.8262130974672968,0.909819346914844
LA,no switch,crop discontinuation,user's accuracy,152948,state,mean,0.951754130944529,0.909819346914844
LA,no switch,crop discontinuation,producer's accuracy,152948,state,mean,0.9378002169674151,0.909819346914844
LA,no switch,crop introduction,user's accuracy,160638,state,mean,0.9550154710974017,0.909819346914844
LA,no switch,crop introduction,producer's accuracy,160638,state,mean,0.9465317937799653,0.909819346914844
LA,overall,crop discontinuation,user's accuracy,171768,state,mean,0.8593189863352648,0.909819346914844
LA,overall,crop discontinuation,producer's accuracy,171768,state,mean,0.8583709828105899,0.909819346914844
LA,overall,crop introduction,user's accuracy,171768,state,mean,0.9012994734891233,0.909819346914844
LA,overall,crop introduction,producer's accuracy,171768,state,mean,0.8964604729310176,0.909819346914844
LA,switch,crop discontinuation,user's accuracy,18820,state,median,0.9065616599170188,0.909819346914844
LA,switch,crop discontinuation,producer's accuracy,18820,state,median,0.8217493796051993,0.909819346914844
LA,switch,crop introduction,user's accuracy,11130,state,median,0.9010860541269288,0.909819346914844
LA,switch,crop introduction,producer's accuracy,11130,state,median,0.8616911936338649,0.909819346914844
LA,no switch,crop discontinuation,user's accuracy,152948,state,median,0.9630344023890702,0.909819346914844
LA,no switch,crop discontinuation,producer's accuracy,152948,state,median,0.9578020195116835,0.909819346914844
LA,no switch,crop introduction,user's accuracy,160638,state,median,0.9589776892780291,0.909819346914844
LA,no switch,crop introduction,producer's accuracy,160638,state,median,0.9585677936864818,0.909819346914844
LA,overall,crop discontinuation,user's accuracy,171768,state,median,0.9546760280082347,0.909819346914844
LA,overall,crop discontinuation,producer's accuracy,171768,state,median,0.954214832992603,0.909819346914844
LA,overall,crop introduction,user's accuracy,171768,state,median,0.9557197132288289,0.909819346914844
LA,overall,crop introduction,producer's accuracy,171768,state,median,0.9558093450175685,0.909819346914844
AR,switch,crop discontinuation,user's accuracy,41837,state,mean,0.8566145597681221,0.9107229667068483
AR,switch,crop discontinuation,producer's accuracy,41837,state,mean,0.756498745330691,0.9107229667068483
AR,switch,crop introduction,user's accuracy,26486,state,mean,0.8799950099425058,0.9107229667068483
AR,switch,crop introduction,producer's accuracy,26486,state,mean,0.8345502492124791,0.9107229667068483
AR,no switch,crop discontinuation,user's accuracy,370203,state,mean,0.9570319988670044,0.9107229667068483
AR,no switch,crop discontinuation,producer's accuracy,370203,state,mean,0.9501154521148217,0.9107229667068483
AR,no switch,crop introduction,user's accuracy,385554,state,mean,0.9576693069565472,0.9107229667068483
AR,no switch,crop introduction,producer's accuracy,385554,state,mean,0.9500463445899547,0.9107229667068483
AR,overall,crop discontinuation,user's accuracy,412040,state,mean,0.8744173714676848,0.9107229667068483
AR,overall,crop discontinuation,producer's accuracy,412040,state,mean,0.8783684902214908,0.9107229667068483
AR,overall,crop introduction,user's accuracy,412040,state,mean,0.9038241047980468,0.9107229667068483
AR,overall,crop introduction,producer's accuracy,412040,state,mean,0.8996123445330383,0.9107229667068483
AR,switch,crop discontinuation,user's accuracy,41837,state,median,0.8787531577281293,0.9107229667068483
AR,switch,crop discontinuation,producer's accuracy,41837,state,median,0.8148806694314435,0.9107229667068483
AR,switch,crop introduction,user's accuracy,26486,state,median,0.9096161151123044,0.9107229667068483
AR,switch,crop introduction,producer's accuracy,26486,state,median,0.88703997977348,0.9107229667068483
AR,no switch,crop discontinuation,user's accuracy,370203,state,median,0.9609124730031979,0.9107229667068483
AR,no switch,crop discontinuation,producer's accuracy,370203,state,median,0.9584204025895385,0.9107229667068483
AR,no switch,crop introduction,user's accuracy,385554,state,median,0.9604296273922686,0.9107229667068483
AR,no switch,crop introduction,producer's accuracy,385554,state,median,0.9573222090403802,0.9107229667068483
AR,overall,crop discontinuation,user's accuracy,412040,state,median,0.9592194694657266,0.9107229667068483
AR,overall,crop discontinuation,producer's accuracy,412040,state,median,0.9566377305341267,0.9107229667068483
AR,overall,crop introduction,user's accuracy,412040,state,median,0.9587839193263417,0.9107229667068483
AR,overall,crop introduction,producer's accuracy,412040,state,median,0.9565914697650338,0.9107229667068483
WA,switch,crop discontinuation,user's accuracy,24446,state,mean,0.8629439805819625,0.9108051983904348
WA,switch,crop discontinuation,producer's accuracy,24446,state,mean,0.8248951242702474,0.9108051983904348
WA,switch,crop introduction,user's accuracy,26395,state,mean,0.8828594834760262,0.9108051983904348
WA,switch,crop introduction,producer's accuracy,26395,state,mean,0.858125306171533,0.9108051983904348
WA,no switch,crop discontinuation,user's accuracy,295874,state,mean,0.9271179601330987,0.9108051983904348
WA,no switch,crop discontinuation,producer's accuracy,295874,state,mean,0.9152823902231209,0.9108051983904348
WA,no switch,crop introduction,user's accuracy,293925,state,mean,0.9310111906307911,0.9108051983904348
WA,no switch,crop introduction,producer's accuracy,293925,state,mean,0.9192260760576381,0.9108051983904348
WA,overall,crop discontinuation,user's accuracy,320320,state,mean,0.8668224612484821,0.9108051983904348
WA,overall,crop discontinuation,producer's accuracy,320320,state,mean,0.8587939426728459,0.9108051983904348
WA,overall,crop introduction,user's accuracy,320320,state,mean,0.8639466412955884,0.9108051983904348
WA,overall,crop introduction,producer's accuracy,320320,state,mean,0.8551707884266998,0.9108051983904348
WA,switch,crop discontinuation,user's accuracy,24446,state,median,0.9050762557778228,0.9108051983904348
WA,switch,crop discontinuation,producer's accuracy,24446,state,median,0.8720157787436138,0.9108051983904348
WA,switch,crop introduction,user's accuracy,26395,state,median,0.914379811847238,0.9108051983904348
WA,switch,crop introduction,producer's accuracy,26395,state,median,0.8978621800885934,0.9108051983904348
WA,no switch,crop discontinuation,user's accuracy,295874,state,median,0.9653617720078772,0.9108051983904348
WA,no switch,crop discontinuation,producer's accuracy,295874,state,median,0.9625726315294496,0.9108051983904348
WA,no switch,crop introduction,user's accuracy,293925,state,median,0.9653617720078772,0.9108051983904348
WA,no switch,crop introduction,producer's accuracy,293925,state,median,0.9630348676027126,0.9108051983904348
WA,overall,crop discontinuation,user's accuracy,320320,state,median,0.9626104135375682,0.9108051983904348
WA,overall,crop discontinuation,producer's accuracy,320320,state,median,0.9611217597510407,0.9108051983904348
WA,overall,crop introduction,user's accuracy,320320,state,median,0.9626104135375682,0.9108051983904348
WA,overall,crop introduction,producer's accuracy,320320,state,median,0.9611217597510407,0.9108051983904348
MI,switch,crop discontinuation,user's accuracy,31026,state,mean,0.8753679022566815,0.9143720115861066
MI,switch,crop discontinuation,producer's accuracy,31026,state,mean,0.8685934353551836,0.9143720115861066
MI,switch,crop introduction,user's accuracy,28780,state,mean,0.8644027405547818,0.9143720115861066
MI,switch,crop introduction,producer's accuracy,28780,state,mean,0.8598900195059226,0.9143720115861066
MI,no switch,crop discontinuation,user's accuracy,339334,state,mean,0.9531281792607362,0.9143720115861066
MI,no switch,crop discontinuation,producer's accuracy,339334,state,mean,0.9256880256452626,0.9143720115861066
MI,no switch,crop introduction,user's accuracy,341580,state,mean,0.9516471309275871,0.9143720115861066
MI,no switch,crop introduction,producer's accuracy,341580,state,mean,0.9235480604689551,0.9143720115861066
MI,overall,crop discontinuation,user's accuracy,370360,state,mean,0.8837229534664822,0.9143720115861066
MI,overall,crop discontinuation,producer's accuracy,370360,state,mean,0.8591490457095243,0.9143720115861066
MI,overall,crop introduction,user's accuracy,370360,state,mean,0.8882333840292639,0.9143720115861066
MI,overall,crop introduction,producer's accuracy,370360,state,mean,0.862668516399194,0.9143720115861066
MI,switch,crop discontinuation,user's accuracy,31026,state,median,0.911049591647802,0.9143720115861066
MI,switch,crop discontinuation,producer's accuracy,31026,state,median,0.9048677650349097,0.9143720115861066
MI,switch,crop introduction,user's accuracy,28780,state,median,0.8943045910900667,0.9143720115861066
MI,switch,crop introduction,producer's accuracy,28780,state,median,0.8954869407775494,0.9143720115861066
MI,no switch,crop discontinuation,user's accuracy,339334,state,median,0.9742771778250855,0.9143720115861066
MI,no switch,crop discontinuation,producer's accuracy,339334,state,median,0.9347932769122412,0.9143720115861066
MI,no switch,crop introduction,user's accuracy,341580,state,median,0.9741682486674698,0.9143720115861066
MI,no switch,crop introduction,producer's accuracy,341580,state,median,0.9329586103959975,0.9143720115861066
MI,overall,crop discontinuation,user's accuracy,370360,state,median,0.9738474408025315,0.9143720115861066
MI,overall,crop discontinuation,producer's accuracy,370360,state,median,0.9304636724379391,0.9143720115861066
MI,overall,crop introduction,user's accuracy,370360,state,median,0.9738474408025315,0.9143720115861066
MI,overall,crop introduction,producer's accuracy,370360,state,median,0.9288241280928602,0.9143720115861066
OR,switch,crop discontinuation,user's accuracy,7918,state,mean,0.8836048925870229,0.9196364754101164
OR,switch,crop discontinuation,producer's accuracy,7918,state,mean,0.829746064483334,0.9196364754101164
OR,switch,crop introduction,user's accuracy,6401,state,mean,0.8965974226143397,0.9196364754101164
OR,switch,crop introduction,producer's accuracy,6401,state,mean,0.8478389141610742,0.9196364754101164
OR,no switch,crop discontinuation,user's accuracy,108330,state,mean,0.9454175449702319,0.9196364754101164
OR,no switch,crop discontinuation,producer's accuracy,108330,state,mean,0.9404164621944922,0.9196364754101164
OR,no switch,crop introduction,user's accuracy,109847,state,mean,0.9474334494423962,0.9196364754101164
OR,no switch,crop introduction,producer's accuracy,109847,state,mean,0.9428233158489872,0.9196364754101164
OR,overall,crop discontinuation,user's accuracy,116248,state,mean,0.8889503398520503,0.9196364754101164
OR,overall,crop discontinuation,producer's accuracy,116248,state,mean,0.8879583821738896,0.9196364754101164
OR,overall,crop introduction,user's accuracy,116248,state,mean,0.9009583134225496,0.9196364754101164
OR,overall,crop introduction,producer's accuracy,116248,state,mean,0.8992868340661228,0.9196364754101164
OR,switch,crop discontinuation,user's accuracy,7918,state,median,0.9017240758423378,0.9196364754101164
OR,switch,crop discontinuation,producer's accuracy,7918,state,median,0.8451741424439179,0.9196364754101164
OR,switch,crop introduction,user's accuracy,6401,state,median,0.9121838333289148,0.9196364754101164
OR,switch,crop introduction,producer's accuracy,6401,state,median,0.86797344944951,0.9196364754101164
OR,no switch,crop discontinuation,user's accuracy,108330,state,median,0.9719377387273759,0.9196364754101164
OR,no switch,crop discontinuation,producer's accuracy,108330,state,median,0.9620225606666911,0.9196364754101164
OR,no switch,crop introduction,user's accuracy,109847,state,median,0.9719377387273759,0.9196364754101164
OR,no switch,crop introduction,producer's accuracy,109847,state,median,0.9620749355400152,0.9196364754101164
OR,overall,crop discontinuation,user's accuracy,116248,state,median,0.9718506158808412,0.9196364754101164
OR,overall,crop discontinuation,producer's accuracy,116248,state,median,0.9607317561384485,0.9196364754101164
OR,overall,crop introduction,user's accuracy,116248,state,median,0.9718506158808412,0.9196364754101164
OR,overall,crop introduction,producer's accuracy,116248,state,median,0.9607820114000325,0.9196364754101164
SD,switch,crop discontinuation,user's accuracy,62071,state,mean,0.9093265233120846,0.9221725825121913
SD,switch,crop discontinuation,producer's accuracy,62071,state,mean,0.8801247958540628,0.9221725825121913
SD,switch,crop introduction,user's accuracy,53961,state,mean,0.8975258421491391,0.9221725825121913
SD,switch,crop introduction,producer's accuracy,53961,state,mean,0.8646769561223341,0.9221725825121913
SD,no switch,crop discontinuation,user's accuracy,695233,state,mean,0.9432359402433513,0.9221725825121913
SD,no switch,crop discontinuation,producer's accuracy,695233,state,mean,0.9371228588095787,0.9221725825121913
SD,no switch,crop introduction,user's accuracy,703343,state,mean,0.9424482735312423,0.9221725825121913
